Erreferentz,color_1_walk,color_1_bike
8897060,21,23
8697043,7,14
8796002,2,12
8697319,18,0
8797082,0,12
8797081,10,7
8697308,1,3
8797174,17,6
8796329,24,7
6580002,2,12
6779019,10,22
6779045,7,19
6879007,2,4
3969050,24,6
3869009,8,5
4167053,20,9
3769001,9,4
4167105,20,16
4166021,2,22
4069010,11,13
4167092,12,17
4369017,12,22
4269003,0,10
4168110,16,13
4266018,15,24
4168095,11,23
4168124,7,19
4168125,23,17
4067013,8,12
4268207,9,8
4067029,21,15
4067008,21,17
4166015,19,2
3969023,3,4
3969013,3,24
3969021,7,5
3969030,5,15
3969018,18,1
3968078,11,4
3968031,21,1
4069011,23,6
3968072,19,17
3968044,22,5
3968005,24,15
4168128,1,22
4268147,4,12
4268097,6,22
4268066,18,2
4168198,18,7
4168197,9,19
4168167,2,8
4168139,15,13
4168177,13,14
4168154,7,3
4168052,10,11
4168062,6,1
4168047,4,23
4168048,1,14
4168343,21,16
4167096,11,0
4167033,24,16
4167052,7,5
4167056,4,12
3968057,7,13
3968040,12,10
3968063,21,23
3968061,18,2
3968053,4,20
3968041,19,0
4169004,7,24
4170006,10,7
3969048,15,22
3968015,10,11
3968039,3,10
4168075,15,2
4168085,24,22
4268238,0,8
3969009,3,24
4167072,18,13
4167073,5,19
4068105,0,21
4168083,2,15
3868016,17,18
3868048,0,7
3868046,20,12
3969047,12,5
3868043,23,6
4168093,15,20
4168076,21,12
3968059,20,5
3868007,11,14
3868008,9,18
3868014,3,3
3868044,10,23
3868042,1,12
3868001,16,17
3868003,24,22
3868004,9,17
7075056,7,17
7075054,20,9
7075045,16,6
6976003,14,23
6976006,18,17
7175018,1,16
7175019,7,16
6976002,11,14
6976007,17,11
6773007,22,23
6773002,4,8
7177001,0,8
7384012,15,24
7383099,1,8
7383096,12,20
7483002,5,23
7482012,6,13
7183014,20,16
7183018,5,18
7383041,7,4
7383031,4,10
7383021,24,5
7383005,8,22
7482069,4,23
7383025,22,10
7383028,9,24
7383029,8,8
7084009,8,18
7383014,8,18
7283005,14,19
7482031,0,10
7383102,21,14
7576252,16,5
7577059,23,23
7576256,15,19
7576162,21,7
7575138,4,12
7575102,0,22
7576510,12,1
7575021,21,21
7475037,6,22
7475038,0,9
7475020,3,6
7475134,7,5
7575104,19,0
7575119,9,0
7575121,19,12
7577098,24,3
7577097,9,4
7577101,14,6
7576540,23,5
7475127,0,18
7476092,21,21
7577082,24,6
7576474,15,12
7576502,5,3
7576494,2,17
7476036,24,12
7476035,24,6
7476028,13,9
7476061,18,5
7476067,14,6
7276014,5,6
7276009,21,19
7276004,21,19
7769001,7,4
7476100,6,9
7576641,16,23
7577070,7,16
7276008,22,5
7276011,10,10
7866007,13,15
7866008,21,19
7866010,22,4
7867009,15,11
7867010,22,21
7866009,5,19
7575094,4,24
7575086,11,15
7575096,5,0
7575097,20,0
7575098,11,11
7575088,21,15
7575065,3,14
7576006,9,23
7577039,2,0
7668003,12,0
7576394,16,14
7476065,0,5
7476064,3,14
7476006,20,16
7476007,1,23
7476010,13,16
7476011,3,12
7476012,16,12
7476026,17,20
7476014,4,5
7476003,14,18
7576073,9,19
7576063,0,9
7576075,0,0
7476098,8,10
7071023,10,13
7071022,2,11
7991220,3,20
7991235,7,23
7991252,13,16
7991244,13,16
8090037,14,8
8089006,13,12
7988006,1,1
7989052,9,1
8090025,8,6
8092057,11,4
8091150,18,3
7991217,19,15
7991216,24,7
8091009,13,16
8090033,21,4
8091071,21,16
8091021,7,11
8091024,6,6
8090019,1,15
7990110,10,19
3559064,5,15
4381562,10,14
4281460,11,21
4281322,14,19
4381500,19,1
4481007,16,16
4281326,6,3
4482054,14,0
4281444,9,1
4281338,2,24
4381440,9,8
4381450,11,15
4381461,22,5
4284001,8,11
4381472,4,13
4381470,24,4
4381543,13,4
4381412,0,10
4381411,11,5
4281209,12,5
4381580,23,7
4281432,22,18
4381390,6,18
4481006,7,4
4281097,24,11
4584001,0,12
4583004,5,6
4583002,4,4
4381035,19,21
4582027,3,21
4382066,3,15
4382097,14,5
4382102,14,1
4482059,12,19
4381261,23,24
4281048,6,17
4381558,20,10
9703171,23,7
9701136,2,3
9399005,16,18
9499044,11,11
9499045,15,12
9499046,21,22
9499047,11,21
9499048,15,21
9603003,17,14
9603002,16,9
9603022,11,19
9599022,16,8
9603015,15,20
9500027,4,9
9602021,2,24
9699007,22,1
9700159,7,3
9603017,19,15
9600025,21,9
9600024,16,23
9602025,8,11
9501014,0,16
9501013,1,11
9701062,13,21
9401001,1,19
9500026,20,20
9700086,7,9
9700087,11,24
9700135,1,24
9700121,15,0
9500039,20,21
9499053,18,9
9499064,10,14
9499062,10,11
9499086,2,0
9499090,15,11
9499092,5,19
9498017,14,15
9498014,9,5
9498021,19,10
9498015,3,0
9500017,2,18
9500010,7,4
9601044,20,1
9700107,14,1
9700108,21,1
9601052,4,13
9703148,7,24
9703100,22,10
9601053,19,22
9701188,7,12
9601032,5,23
9601047,19,22
9601041,20,15
9601039,12,11
9600054,6,4
9699013,0,4
9602034,23,23
9602035,1,24
9602012,9,12
9601001,23,0
9601002,16,14
9601005,6,5
9601006,10,24
9601007,1,8
9602003,8,6
9601040,16,13
9601034,24,24
9601035,4,21
9602002,16,8
9601037,20,22
9601038,23,11
9601048,18,20
9601016,1,2
9601031,4,16
9601021,15,22
9398004,4,19
9398007,19,23
9602027,20,9
9399032,11,14
9602022,22,24
9602023,23,24
9502005,3,17
9602006,1,20
9602013,14,12
9602017,22,5
9603006,12,19
9602040,13,19
9603023,12,16
9503003,6,12
9500007,8,6
9500001,20,9
9398010,13,23
9398002,24,1
9399007,17,20
9600076,14,20
9500003,22,9
9399030,18,23
9601029,13,12
9601028,3,1
9399018,5,9
9399003,6,12
9702270,21,3
9601026,10,15
9399035,4,1
9601024,12,12
9399031,16,3
9399019,11,6
9502003,16,3
9502004,8,18
9399028,6,24
9399036,8,16
9399029,4,6
9399027,0,17
9502006,0,13
9399017,10,1
9503001,17,5
9399016,19,13
9599012,13,7
9599014,23,5
9599017,16,22
9399012,2,1
9599019,24,17
9599023,13,6
9399011,3,4
9599024,23,7
9599026,2,23
9599027,19,24
9399001,16,6
9599028,2,24
9499074,22,11
9599021,15,15
9599009,17,0
9499073,13,0
9599001,16,2
9599003,20,11
9499072,16,23
9599004,17,17
9599005,11,21
9499070,17,23
9499069,22,9
9500006,13,15
9499068,7,1
9603011,1,2
9603005,20,10
9703135,4,12
9500005,17,5
9499067,10,13
9500008,14,11
9500049,13,13
9500048,15,11
9499066,0,2
9500047,23,12
9500045,5,0
9399010,18,3
9499051,14,1
9399034,16,17
9500044,18,9
9399002,22,12
9499063,6,2
9500046,5,21
9500009,8,5
9499060,1,7
9499059,13,20
9500024,3,1
9500025,7,21
9500023,13,17
9500004,18,0
9500018,10,19
9703162,20,1
9399020,1,3
9499083,14,20
9499079,6,5
9500016,22,12
9499050,4,17
9499036,15,8
9499023,23,9
9499031,10,10
9499030,24,9
9499029,15,6
9499028,6,20
9703145,13,17
9499042,0,8
9499043,17,20
9703160,24,15
9499035,8,10
9703150,20,7
9499001,22,0
9499008,4,18
9499022,23,7
9499009,1,13
9499002,24,8
9499011,18,1
9499015,15,13
9499016,24,21
9499017,24,7
9499018,16,20
9499019,9,0
9499020,23,16
9499021,24,17
9499057,15,6
9499056,24,11
9499055,6,16
9499095,13,24
9499097,24,14
9499098,11,1
9499099,5,8
9499100,3,7
9499101,8,11
9499093,7,22
9498012,16,19
9701147,22,1
9499081,4,24
9499080,0,0
9498002,15,9
9499049,14,18
9499052,6,16
9499014,6,5
9499010,7,23
9499041,0,24
9499034,0,10
9400015,10,10
9400014,11,12
9400012,12,14
9400011,5,18
9400017,6,0
9400004,7,21
9400010,20,8
9400001,15,3
9400009,22,17
9498008,9,12
9498011,16,7
9498005,22,2
9602042,17,15
9702194,20,2
9702196,18,23
9603013,17,3
9602044,0,18
9603025,20,24
9501001,19,6
9500011,23,10
9499087,17,15
9499077,4,9
9500012,2,18
9703007,2,21
9703008,10,11
9703009,19,6
9703010,21,0
7171071,13,19
7171040,9,7
7171015,12,20
7171079,9,2
7071001,18,0
7071006,2,18
7171051,23,11
6178013,10,10
6277008,21,14
5981530,2,22
5980053,5,1
6080112,5,13
6084029,4,2
6184012,24,15
6276002,11,19
6277009,7,8
6275003,6,3
6277002,8,13
6276026,22,10
6276033,13,12
6081036,7,20
5981359,22,4
6379012,2,11
6276027,12,8
6084020,1,15
6080192,20,4
6276034,24,4
6080213,1,0
6178006,8,20
6178010,8,21
6080126,11,8
6080125,20,11
6082017,4,19
6081021,18,21
6080128,8,12
5980008,12,2
6081071,5,11
5980006,2,18
6080088,5,20
6080058,12,24
6084007,1,14
5780013,24,10
5780025,8,11
5780019,13,11
6080096,2,6
5980063,18,21
5980078,16,7
5980074,9,4
5880065,15,22
5881012,6,23
5881018,23,24
4176039,8,20
4176109,15,2
6491003,19,12
6395031,4,14
6395025,16,2
6395007,10,7
6395027,14,17
6394021,22,4
6394014,18,19
6394018,20,15
6494104,19,23
6494106,10,9
6494108,18,20
6494109,10,6
6494016,4,22
6494007,8,13
6494014,13,20
6494013,21,19
6494012,10,4
6494005,15,10
6294018,11,20
6294017,2,22
6494023,19,12
6493001,12,13
6494112,12,16
6395034,17,5
6494033,8,22
6493003,4,23
6295007,23,5
6395013,23,13
6393005,15,19
6394015,21,19
6494052,0,3
6395032,6,6
6494035,24,9
6495088,13,2
6295015,15,6
9294069,1,4
9293039,20,22
9193007,2,11
9094054,4,19
9494006,13,21
9293032,14,4
9096055,21,6
9096056,0,0
9394024,9,18
9193031,1,15
9593012,1,10
9294438,1,10
9396031,23,5
9094063,23,1
9396032,12,18
9397018,6,24
9294439,21,7
9492003,7,11
9494008,2,22
9494015,7,5
9293051,19,20
9492001,15,23
9194175,8,3
9592001,11,16
9493004,13,9
9493061,10,21
9395035,4,9
9495006,6,18
9395047,14,1
9495013,11,8
9495014,8,0
9396015,24,23
9396005,22,0
9493050,6,10
9394025,19,12
9194186,9,4
9195062,14,7
9094072,7,9
9294152,8,15
9596005,23,18
9294154,1,4
9395015,21,24
9294411,12,24
9196065,23,7
9395031,17,7
9395024,0,2
9493044,3,4
9493038,7,19
9294014,12,8
9294015,18,16
9293025,17,10
9093009,10,14
9292007,24,18
9292002,7,8
9292004,5,14
9495007,1,14
9397008,23,3
9394011,17,11
9495002,20,1
9395023,19,12
9294094,8,24
9293015,2,12
9394042,23,12
9394039,21,22
9394048,17,23
9296002,8,5
9294336,18,6
9195127,13,5
9193048,21,12
9094017,0,11
9394068,12,2
9195137,22,4
9394015,19,3
9394027,17,7
9394010,19,8
9394017,15,1
9395004,14,13
9395034,2,16
9395010,14,19
9395011,21,5
9194090,19,6
9194102,5,23
9495008,12,8
9395032,9,0
9093015,18,15
9494014,17,2
9293008,12,17
9193050,21,12
9193009,0,4
9193011,0,4
9193013,21,23
9193016,13,22
9396029,10,10
6866026,11,14
6965035,6,1
6965110,0,13
6965008,23,4
7064005,19,5
6964030,9,12
6866002,19,23
6791055,5,18
6693117,11,21
6792001,14,23
6692027,14,10
6692117,0,18
6891002,10,11
6691023,6,12
6692142,6,23
6693008,15,0
6691017,15,3
6891007,12,3
6791035,13,16
6692171,1,16
6791033,22,1
6791031,0,3
6792304,15,23
6792303,20,15
6791045,1,15
6791054,9,4
6791036,18,11
6792124,3,16
6792122,23,9
6792129,2,19
6792152,10,16
6792149,10,22
6792148,0,22
6792300,6,21
6792323,12,0
6792318,6,7
6792314,3,18
6792313,2,13
6792312,17,0
6792311,21,5
6792310,7,5
6792309,15,5
6792283,19,18
6792258,5,0
6792292,24,0
6892033,13,9
6792271,0,5
6792270,23,22
6892008,21,19
6992005,6,1
6992020,10,9
6992011,24,0
6992002,4,3
6792285,19,18
6992010,17,0
6992017,17,16
6792290,17,17
6792279,20,6
6892058,21,3
6992012,18,10
6593014,2,18
6693115,10,2
6792272,21,6
6592009,15,21
6792329,20,21
6592010,8,4
6592011,0,7
6792376,20,2
6792377,21,11
6592013,1,14
6792380,20,20
6591017,0,15
6792370,21,0
6591014,20,21
6892106,18,24
6689004,4,2
6689002,20,7
6790012,9,14
6792379,4,10
6789002,21,23
6792372,21,23
6790009,0,18
6790014,10,9
6792373,13,3
6792381,9,3
6792385,7,17
6890006,8,14
6792382,2,14
6790010,21,16
6790001,20,3
6792326,10,10
6790004,17,2
6792340,20,4
6790002,15,7
6792338,15,16
6790006,4,4
6792337,3,10
6792336,23,23
6890004,3,7
6792335,11,1
6792325,3,10
6792333,5,9
6792331,15,7
6792330,23,10
6991016,24,9
6792327,14,3
6991015,1,20
6792350,10,16
6792332,10,15
6792357,15,0
6993002,11,1
6792356,7,8
6692028,2,12
6690011,14,13
6790011,7,21
6792351,9,0
6992023,6,19
6792360,11,0
6591013,23,5
6792349,15,7
6792348,24,22
6791001,8,21
6892054,18,14
6892053,6,13
6789004,19,5
6692049,16,11
6792339,17,6
6792363,22,21
6792168,24,0
6792162,1,20
6792170,12,5
6693068,12,5
6792159,18,13
6693101,22,18
6693102,24,17
6792157,16,2
6693105,7,17
6692110,6,15
6792178,1,21
6792161,17,22
6692122,16,22
6792186,19,16
6792184,1,15
6692095,21,7
6692096,23,19
6692097,21,21
6692098,14,1
6692099,17,5
6692100,13,5
6792175,21,9
6692103,17,2
6592016,14,16
6692104,9,18
6792172,4,5
6692115,6,22
6792146,8,23
6692116,23,23
6792121,4,16
6792155,6,22
6792133,13,23
6792130,7,22
6792120,3,20
6792075,10,12
6792128,19,17
6991012,6,7
6793125,24,17
6691010,5,7
6691011,3,2
6793134,20,7
6793135,15,12
6691009,7,17
6793136,9,17
6793137,15,2
6692176,11,7
6793104,24,2
6692179,23,16
6692180,10,17
6793097,18,6
6793098,9,6
6793100,0,6
6793101,6,6
6692159,19,13
6793103,9,0
6692158,22,19
6692157,24,6
6793105,2,20
6692156,11,22
6793094,3,12
6692155,14,10
6692154,22,3
6793107,0,24
6692153,4,13
6793108,5,4
6692109,22,6
6793109,9,17
6692066,11,11
6793110,13,7
6692124,24,1
6792016,9,14
6793113,18,23
6793114,13,18
6692087,21,17
6793115,8,9
6792024,23,1
6793244,9,13
6792015,7,11
6793122,3,19
6793121,7,6
6692082,22,0
6793120,8,13
6793119,15,7
6793083,4,13
6793067,8,1
6793066,21,3
6793065,23,14
6793064,19,15
6793061,21,16
6793048,2,21
6791050,15,3
6793059,16,17
6793070,20,6
6793057,8,20
6891005,16,2
6891003,4,22
6793055,8,20
6793054,15,7
6892018,20,15
6793053,24,4
6892020,23,8
6793051,4,7
6892021,14,10
6793058,15,22
6793092,17,24
6793090,0,7
6793089,22,24
6793086,11,22
6892065,12,6
6793071,7,4
6793082,11,7
6793093,0,13
6490011,18,7
6792140,13,24
6792139,20,13
6692018,4,16
6792235,7,10
6692017,11,4
6692016,7,1
6692174,9,10
6692150,24,13
6692149,10,23
6692148,24,17
6692146,22,1
6792223,13,11
6692143,14,7
6792254,19,16
6692141,5,23
6692140,11,18
6692137,8,23
6792239,0,15
6692112,23,13
6692134,21,6
6693099,9,13
6692133,10,15
6693108,15,17
6693106,15,10
6893048,18,4
6692127,16,23
6793217,13,19
6793216,23,8
6792091,15,0
6793215,18,7
6792090,19,22
6893049,6,6
6793213,24,15
6793212,8,15
6892092,22,18
6792087,17,14
6892119,21,7
6792007,15,17
6792095,19,16
6893008,4,20
6792216,22,12
6892083,9,22
6793156,13,10
6793155,12,23
6892122,17,8
6693040,15,2
6892121,24,15
6693092,24,22
6892114,12,17
6693024,20,8
6892102,3,13
6693022,21,17
6892112,18,6
6892084,20,21
6693131,15,6
6693130,6,5
6693129,13,19
6793153,10,9
6793140,0,5
6793151,14,22
6793162,5,11
6792202,23,21
6792203,23,22
6892149,7,21
6892124,15,10
6693127,11,6
6892140,10,15
6793145,18,24
6792214,1,5
6792251,19,8
6693123,4,2
6792252,10,9
6693121,23,8
6892142,1,20
6693139,11,15
6892143,20,17
6693136,14,6
6693135,1,8
6693081,14,15
6693109,18,1
6792118,1,10
6793142,14,20
6793173,8,3
6792207,9,23
6892155,4,10
6892161,16,9
6892095,13,10
6792211,15,1
6792221,20,3
6693089,16,3
6693086,5,22
6693085,20,7
6892086,14,10
6693083,14,19
6892085,21,11
6693088,14,14
6693107,24,23
6693082,1,19
6793248,4,6
6692052,13,19
6793249,20,8
6892120,7,4
6793250,7,21
6892113,0,18
6793251,7,20
6892093,4,8
6892094,22,19
6793252,6,21
6692056,22,9
6793246,9,1
6692048,18,16
6793242,9,16
6692058,20,22
6692059,23,7
6692060,3,4
6892007,24,9
6692061,5,19
6792106,9,9
6792082,16,4
6692062,5,24
6693084,0,19
6692040,21,24
6692057,15,23
6892010,0,0
6892005,16,0
6692055,22,8
6693087,7,9
6792084,8,18
6693098,19,15
6793233,7,9
6892059,14,7
6692034,4,12
6692035,0,12
6792117,6,8
6693093,18,19
6893017,11,19
6793192,8,16
6793193,14,9
6793194,23,15
6793195,3,23
6893012,23,15
6893014,10,5
6793208,16,23
6793197,2,0
6893006,10,8
6893018,5,14
6693125,5,7
6893021,5,21
6893015,0,13
6693067,2,6
6893001,17,10
6892045,2,12
6693014,0,4
6893002,2,9
6892056,1,10
6693015,12,5
6893003,23,16
6693064,7,11
6893004,12,0
6892043,20,3
6693065,11,5
6693043,7,4
6693044,7,3
6893016,2,23
6693046,3,6
6893024,11,19
6893052,14,5
6893053,8,7
6693041,5,22
6893056,17,13
6693052,11,13
6793200,8,13
6693054,10,2
6793201,0,5
6693056,19,21
6793203,3,1
6693058,2,4
6793069,10,13
6793204,6,19
6693051,4,2
6793001,8,7
6793206,24,9
6693075,9,6
6793129,20,11
6693074,13,23
6693073,23,16
6693072,3,0
6893059,13,0
6693071,24,11
6893060,1,19
6693060,3,1
6893061,16,15
6693069,24,10
6693079,20,0
6693066,18,11
6893069,12,9
6693063,5,11
6693062,9,19
6693061,11,15
6693010,16,0
6693049,19,12
6693018,20,4
6693017,11,20
6693013,4,16
6892080,9,15
6693020,2,23
6893063,19,4
6693009,16,4
6792209,1,17
6893051,3,6
6693003,16,11
6893071,4,5
6693029,7,22
6893077,8,6
6693001,23,12
6793210,20,15
6693012,1,2
6693113,2,12
6793074,19,24
6693112,18,3
6793076,22,9
6793236,5,19
6793235,20,4
6792019,1,0
6893026,5,4
6893068,19,12
6892044,22,3
6792080,16,3
6893035,24,12
6892064,3,2
6792044,18,7
6792042,16,2
6893025,16,24
6893062,7,22
6893027,22,18
6893028,9,8
6893029,1,11
6893030,11,1
6893031,0,17
6792034,15,12
6693002,23,14
6893032,1,24
6792030,18,23
6893033,5,21
6792026,3,10
6893034,24,19
6893050,8,19
6792060,12,5
6893036,19,23
6893023,12,7
6792013,3,9
6692093,19,18
6792006,9,13
6692077,6,20
6792064,24,20
6692076,18,6
6692075,15,14
6692074,24,4
6692071,16,13
6692070,15,9
6792002,19,9
6792056,5,16
6792003,7,8
6792004,3,10
6792005,24,2
6692069,24,14
6692068,1,13
6692067,14,21
6692078,11,2
6692080,18,1
6692121,12,18
6793183,23,20
6692120,23,22
6692119,13,4
6692118,1,0
6692047,22,2
6692039,4,8
6692032,23,20
6792116,15,21
6793178,24,24
6793176,19,0
6793174,8,19
6792119,21,12
6792105,21,16
6793170,21,3
6792104,12,7
6792035,23,22
6792100,15,12
6692014,21,22
6692002,5,22
6692006,12,14
6692010,16,2
6791007,21,24
6791015,15,11
6691018,4,12
6691015,22,23
6691014,3,8
6793024,18,11
6793035,0,23
6793047,9,18
6792022,14,22
6793029,11,23
6793028,24,8
6793027,18,1
6793026,1,22
6793025,9,20
6793034,18,10
6793041,21,2
6793045,12,2
6892160,6,14
6991014,19,0
6892135,2,22
6693114,1,8
6692173,10,15
6892127,2,3
6892101,12,16
6792208,1,9
6792210,12,18
6792196,6,14
6793078,21,12
6893042,16,21
6893043,16,3
6893044,9,17
6892130,11,2
6892132,17,6
6793232,17,19
6892125,18,23
6792012,19,7
6792386,0,20
6891004,0,15
6892014,24,20
7169025,2,20
7169031,19,18
7068001,5,8
7169007,8,24
7169010,14,4
7169034,2,18
7169033,15,22
7169032,9,22
7169018,2,21
7984046,15,1
7984047,13,11
7984013,12,0
7984009,5,1
7984010,24,6
7984011,2,17
7885005,13,23
7885018,16,0
7885009,24,8
7984038,9,23
7884036,15,19
7886005,23,15
8086054,14,23
8086052,19,21
8086051,5,2
8086038,19,10
8087004,22,20
8087005,12,17
8086005,14,21
8086030,3,23
8086072,0,1
8086071,11,5
8086070,23,20
8086062,4,8
7986146,15,9
7986144,4,20
8086075,1,7
7986176,10,11
7986175,24,2
7986174,22,17
7986162,23,21
7986183,8,13
8085003,5,18
7985152,13,3
7985237,9,19
7985239,11,19
8084004,22,4
8084003,5,6
8084009,13,24
8084002,17,11
8085015,9,16
8085012,18,23
8085009,20,0
8086003,23,24
8186009,24,5
7986152,14,24
7985135,7,19
7985125,20,11
7985174,2,6
7985188,22,8
7985179,9,9
7985065,24,4
7985107,11,6
7985097,0,8
8187004,18,22
7787003,8,9
7987002,15,21
7986164,8,17
8086025,20,0
8085007,12,1
8085002,23,19
8085026,0,11
8085027,16,5
8086086,10,23
8086087,5,19
8086088,22,17
8086089,4,0
8086090,14,22
8086091,10,10
8086092,20,17
8086093,18,3
8086095,17,14
8086096,6,6
8086094,3,15
8086098,9,24
8086099,18,12
8086097,22,0
8086100,1,6
8086101,21,11
8086102,1,1
7985415,0,7
8085022,18,24
7985414,5,17
7985417,3,12
7985418,10,8
7985419,9,11
7985421,24,22
7985424,11,14
7985423,3,7
7985425,17,8
8085029,22,15
8086108,14,20
8086110,8,3
8086111,1,15
8086112,24,14
8086114,4,14
8086115,1,12
8086123,19,7
8086118,0,1
8086122,16,23
7885040,5,0
7885038,4,1
7885039,15,12
7885042,20,3
7885043,13,12
7985427,12,15
8085030,16,0
8085048,0,16
8085047,16,7
8085044,19,5
8085045,17,8
8085042,18,23
8085041,8,2
8085039,3,15
8085038,5,21
8085040,8,8
8085037,5,0
8085035,14,6
8085034,0,15
8085032,20,11
8186014,17,11
8186012,18,17
8086128,1,4
8186018,13,14
7986060,5,8
7886007,17,24
7886006,14,18
7886013,4,21
7885007,17,17
7885011,22,15
7884029,12,6
7884056,4,3
7884038,4,10
7884047,8,5
7884077,5,0
7884080,21,11
7884086,21,20
7884087,3,10
7884062,15,20
7884057,1,22
7986021,7,6
7986022,17,23
7986117,9,3
7986079,16,8
8087008,11,5
8086082,0,10
8086079,20,7
7986196,23,3
7886002,18,0
7885033,24,11
7885004,24,19
7885020,14,24
7885031,24,3
7984041,1,16
7884012,16,21
7884011,14,22
7885026,8,2
7885012,24,21
7985022,13,20
7984023,3,22
7984014,21,18
8084007,18,2
7883002,8,0
7886008,13,2
7885028,10,2
7986168,11,1
7986170,11,9
8085001,8,11
8086034,8,22
8086029,23,18
7984061,11,22
7883022,9,20
8086078,24,5
8086077,0,2
7985405,18,1
7985406,10,20
7986191,3,18
7986190,1,3
7986193,16,15
7885041,1,15
7985356,11,6
7885044,14,12
9198002,16,9
9098001,20,3
9098005,6,24
8996550,22,9
8996545,4,14
8997088,19,17
8897098,2,20
8997263,15,9
8997264,22,0
8997265,3,22
8997266,19,5
8997272,12,9
8997277,6,23
8997281,0,13
8996561,17,22
8997285,19,17
8997036,10,13
8997004,3,23
8997009,0,1
8996556,17,9
9398030,22,2
6163002,7,9
6163003,19,2
5963018,8,24
5963016,19,3
5963015,19,3
5963001,13,8
5963011,11,22
5963008,10,12
5963050,2,18
5963006,16,16
5963005,9,6
5963012,15,12
5963036,6,3
5963048,9,10
5963020,7,6
5963042,21,23
6968001,16,14
6968018,18,12
6969007,18,3
6969004,10,19
6968007,5,11
6868072,14,8
6868078,15,5
6868088,24,22
6868082,5,16
6868083,10,13
6868084,13,11
6868086,20,23
6968015,7,16
7974068,14,7
7974059,0,2
7974034,10,22
7974063,9,23
7674016,10,7
7974013,19,9
7974014,17,24
7974057,3,16
7974058,11,16
7874002,21,8
7874001,19,3
7974038,24,0
7875003,18,19
7774016,2,4
7974064,7,24
7974065,0,14
8071008,17,22
8072001,4,18
8071022,23,21
7292020,9,18
7292008,16,11
7192030,6,7
7192029,0,0
7092017,6,10
7192146,2,13
7192142,7,12
7293004,15,10
4780207,14,5
4681015,12,15
4781021,6,20
4881007,18,21
4881002,22,0
4780103,8,9
4880013,15,10
4881001,21,20
4880003,0,14
4681007,14,11
4780107,24,17
4682003,2,20
4781024,2,10
4880049,17,21
4880050,8,15
4880058,13,21
4880062,12,14
4880063,17,21
4880028,23,14
4880053,20,16
4880051,17,13
4880016,12,18
4880018,18,6
4780216,7,24
4780161,9,11
4780195,14,21
4780070,24,4
4780049,16,24
4780077,18,2
4780073,22,4
4780018,6,23
4780006,8,10
4780004,21,18
4780001,10,4
4780251,11,22
4780250,9,20
4681003,22,1
4780145,13,18
4781001,9,3
4781010,17,17
4780095,1,17
4780094,9,20
4780080,11,17
4780089,6,3
4880041,4,14
4780174,6,6
4780171,11,8
4780170,0,21
4780160,10,4
4780168,5,11
4780176,6,15
4780166,11,16
4780165,6,12
4780164,6,13
4780163,5,6
4780230,13,22
4780184,3,12
4780220,21,24
4780167,9,24
4780169,22,1
4780192,22,9
4780191,10,10
4780190,6,22
4780177,21,11
4780185,21,20
4780193,5,10
4780183,10,20
4780182,15,21
4780181,5,18
4780179,15,13
4780178,14,8
4780101,15,8
4880032,12,10
4880033,12,18
4880034,4,0
4979004,13,6
6162003,22,0
6061007,9,14
6061005,5,19
6162043,14,19
6062024,4,6
6062035,21,13
6162047,11,23
6061001,6,16
6061027,9,2
6162013,16,15
6162019,9,14
6162006,17,15
6162086,20,12
6162011,4,11
6162020,17,20
6061050,12,11
6061034,6,8
6161021,13,4
6161018,11,14
6063012,9,5
6063013,14,15
6061061,3,16
6062085,19,17
6062026,13,8
6162099,7,17
6061051,21,21
6061023,1,6
8188031,0,23
8188039,6,13
8188016,10,6
8188110,17,10
8288031,13,24
8288085,2,11
8385003,20,5
8189044,4,20
8187033,4,7
8289018,18,21
8289135,12,21
8187083,23,5
7681020,3,4
7681031,2,22
7681009,0,19
7681004,5,18
7681005,8,4
7681008,22,11
7681016,17,3
7783079,1,23
7783077,18,5
7683062,19,5
7681050,21,14
7681051,15,13
7781105,17,6
7782199,13,23
7782200,21,20
7782201,17,7
7781023,1,17
7781008,10,0
7781006,14,10
7781001,8,22
7781011,1,10
7781013,18,2
7782190,15,4
